capability_id,capability_name,semantic_cluster_id,gap_type,priority,recommended_screen,recommended_feature,source_or_algorithm,source_location,remediation_status,remediation_value,evidence_type,evidence_detail,confidence,human_confirmation_required,ui_complete
CAP-FAAE9703FE61,User Operational Compat,CLUSTER-5F9C10E11F6C8818,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-D559FE326861,User Operational Compat,CLUSTER-7760D3ACF83E0B50,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-E50EE9CF3FD6,User Operational Compat,CLUSTER-B8252076D7DF7FF9,OWNER_UNASSIGNED,P3_OWNER,ALERTS_AND_CHANNELS,Alerts and delivery channels,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-636B50FAED04,Frontend Contract,CLUSTER-0746027563B4F7CB,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-D6102C7DC3C1,Frontend Contract,CLUSTER-1143EF6BAB8687CD,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-4804EA150D2F,Frontend Contract,CLUSTER-1B355FCD82516B99,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-C95B03AE5FFB,Frontend Contract,CLUSTER-1C0006D0FCDB7718,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-11BF5E282765,Frontend Contract,CLUSTER-37970355FCCFFAB3,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-FA44BA71A8B0,Frontend Contract,CLUSTER-3B0A4645F1E78920,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-B167184CBF84,Frontend Contract,CLUSTER-3DB2CA2224CCB065,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-A57ECAABD0D2,Frontend Contract,CLUSTER-43E988AB222E55F2,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-2CC212BF4F8E,Frontend Contract,CLUSTER-56B06674577E8202,OWNER_UNASSIGNED,P3_OWNER,CAPABILITY_REVIEW,Unclassified platform capability,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-E4B4728311F0,Decision Quality Public,CLUSTER-B660C1DCD7F3C77B,OWNER_UNASSIGNED,P3_OWNER,LANDING,Public platform presentation,backend/app/api/decision_quality_public.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-1FBA01D3C252,Framework Adapter,CLUSTER-1331DA2B82D10D74,OWNER_UNASSIGNED,P3_OWNER,LANDING,Public platform presentation,backend/services/bot_execution/framework-adapter.cjs,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-00ED621D6D60,Ndsp Attach Dual Scenario Data Quality Public V1,CLUSTER-7EB5191C8588F907,OWNER_UNASSIGNED,P3_OWNER,LANDING,Public platform presentation,backend/ndsp-live-decision-quality/server.py::_ndsp_attach_dual_scenario_data_quality_public_v1,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-live-decision-quality.service,LOW,true,false
CAP-0622719B013B,Ndsp Public Quality Unique,CLUSTER-8DB24B3A307DBA1B,OWNER_UNASSIGNED,P3_OWNER,LANDING,Public platform presentation,backend/app/api/ndsp_public_quality_unique.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-170A28FFB0E7,Auth,CLUSTER-39C99CAF91B276BA,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs::auth,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-438A6D14BFBB,Auth Optional,CLUSTER-C9D5E973D5F5F3E9,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs::authOptional,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-56C562461855,Framework Adapter,CLUSTER-325036ACDFEA1ED3,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/services/bot_execution/framework-adapter.cjs,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-5B18901D1F22,Frontend Contract,CLUSTER-73EFBFAE1A55AC95,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-B81607E6BCDB,Frontend Contract,CLUSTER-B3B8D85FAFE3D708,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/app/api/v1/frontend_contract.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-A1CD5A0B9B66,Market Type For,CLUSTER-547C76FD6DEEB68F,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp-live-decision-quality/asset_registry_runtime.py::market_type_for,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-live-decision-quality.service,LOW,true,false
CAP-47C952094550,Ndsp Admin Actions Authoritative,CLUSTER-8F684E41181B6FEE,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_actions_authoritative.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-89287AB7B399,Ndsp Admin Actions Bypass Old Middleware,CLUSTER-0EDDB74E15FCFD6A,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_actions_bypass_old_middleware.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-F4D88C2A7931,Ndsp Admin Ui Proxy,CLUSTER-065FF7E991FE7A36,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-D18B4EC4F34A,Ndsp Admin Ui Proxy,CLUSTER-146A953A5A090F47,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-7E97D2614E6D,Ndsp Admin Ui Proxy,CLUSTER-2E7C1911FA0C6C3D,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-4B75FD38F852,Ndsp Admin Ui Proxy,CLUSTER-49DBC384FFE12134,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-8374FD1D62EB,Ndsp Admin Ui Proxy,CLUSTER-6F9527A740879BA9,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-3D9086A829ED,Ndsp Admin Ui Proxy,CLUSTER-9899BA6BB68DEBC5,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-622CD214F034,Ndsp Admin Ui Proxy,CLUSTER-F6326AB20CA7039F,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-81C879AE2209,Ndsp Api Compat Gateway,CLUSTER-13E1BE84357A8BF3,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-20B6E1FEA3A2,Ndsp Api Compat Gateway,CLUSTER-2305B098920942A5,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-48E71B4F1CF7,Ndsp Api Compat Gateway,CLUSTER-7C1FEACB5901A8AF,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-570806ECD8A4,Ndsp Api Compat Gateway,CLUSTER-95A680D94563A2A1,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-3CFCB5B47F6B,Ndsp Api Compat Gateway,CLUSTER-9EC582F4151E97EC,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-3D0167450973,Ndsp Api Compat Gateway,CLUSTER-9F64828D6707F6B0,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_api_compat_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-13D1EE0A3B7A,Ndsp User Dashboard Gateway,CLUSTER-46E5B501847DD809,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_user_dashboard_gateway.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-353E6D9C0A43,Ndsp User Login Gateway,CLUSTER-0510FC78E483B3D6,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-B26FA1996A34,Ndsp User Login Gateway,CLUSTER-058EA84FFB96BD5C,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-E07F7BC7E52F,Ndsp User Login Gateway,CLUSTER-0EE83BCF1B387E47,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-1A9F62165A6D,Ndsp User Login Gateway,CLUSTER-2C421ED62D7F895B,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-1D926198372A,Ndsp User Login Gateway,CLUSTER-3936838EFF8BCAF5,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-9ADF707918ED,Ndsp User Login Gateway,CLUSTER-3C2B33BFE5D13257,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-5FEF33A2C87F,Ndsp User Login Gateway,CLUSTER-56135DB7D7AC83E9,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-E01E3F460977,Ndsp User Login Gateway,CLUSTER-582655326350BC33,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-644C81537AC6,Ndsp User Login Gateway,CLUSTER-67D1DD2C621BA7A2,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-116FF6D929A9,Ndsp User Login Gateway,CLUSTER-754B89CD5C66FF20,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-4ADB944E408B,Ndsp User Login Gateway,CLUSTER-AFBD9A0F516371DC,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/auth_api/ndsp_user_login_gateway.cjs,LOCAL_ONLY_OR_MODIFIED,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-214521E6EBD1,Ndsp User Login Gateway,CLUSTER-DE2E5802B250D7BF,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-2D0CFB1BC505,Ndsp User Login Gateway,CLUSTER-E95A56A8E3519D6A,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-15C56B60B4B0,Ndsp User Login Gateway,CLUSTER-EDC8A6285AD42668,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/ndsp_user_login_gateway.cjs,ON_MAIN,OWNER_CANDIDATE_FOUND_NOT_AUTHORITATIVE,nawaf511,SYSTEMD_EXECUTION_USER,ndsp-user-login.service,LOW,true,false
CAP-C26418100904,User Operational Compat,CLUSTER-52E920E2015C88E7,OWNER_UNASSIGNED,P3_OWNER,PLATFORM_OPERATIONS,Platform operations and service health,backend/app/api/compat/user_operational_compat.py,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-805630C7C819,Attach Report,CLUSTER-1A1DF77772C7862E,OWNER_UNASSIGNED,P3_OWNER,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::attach_report,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-9BE0DE3ADC89,Generate Report,CLUSTER-BC5304F5A464794E,OWNER_UNASSIGNED,P3_OWNER,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::generate_report,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
CAP-B39355BFBE71,Ndsp Admin Ui Proxy,CLUSTER-65E18FD59CD68EA6,OWNER_UNASSIGNED,P3_OWNER,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/ndsp_admin_ui_proxy.cjs,ON_MAIN,UNRESOLVED,,,,LOW,true,false
CAP-552A04A27A0F,Scenario Report,CLUSTER-1BD5A59391679254,OWNER_UNASSIGNED,P3_OWNER,REPORTS_AND_ANALYTICS,"Reports, analytics, and evidence",backend/app/support_layers/scenario/scenario_engine.py::ScenarioReport,LOCAL_ONLY_OR_MODIFIED,UNRESOLVED,,,,LOW,true,false
